Order_ID,Order_Date,Order_Time,Pickup_Time,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Category
fuss211697039,2022-02-11,18:00:00,18:15:00,10.027014,76.308053,10.077014,76.358053,NULL
fuuc153199350,2022-04-06,20:15:00,20:25:00,12.975377,77.696664,13.105377,77.826664,NULL
fuup457618795,2022-03-20,17:45:00,17:55:00,18.539299,73.897902,18.649299,74.007902,NULL
fuwm830393331,2022-03-09,08:40:00,08:45:00,0.000000,0.000000,0.020000,0.020000,NULL
fuxx570846001,2022-03-31,23:20:00,23:25:00,21.175104,72.804342,21.255104,72.884342,NULL
fvcn197314691,2022-02-18,18:50:00,19:00:00,23.214459,77.434976,23.324459,77.544976,NULL
fvcs988290129,2022-03-27,23:50:00,23:55:00,22.750040,75.902847,22.880040,76.032847,NULL
fvfe453030866,2022-02-14,19:35:00,19:40:00,30.905562,75.832841,30.975562,75.902841,NULL
fvhr645658593,2022-03-13,08:40:00,08:55:00,12.308500,76.665808,12.318500,76.675808,NULL
fvjh184291238,2022-03-17,13:45:00,14:00:00,21.149834,72.778666,21.189834,72.818666,NULL
fvji383941074,2022-03-27,18:45:00,19:00:00,23.354422,85.332900,23.484422,85.462900,NULL
fvjk871888306,2022-02-18,23:20:00,23:30:00,30.359722,78.067079,30.489722,78.197079,NULL
fvko144254933,2022-03-06,19:10:00,19:20:00,22.728163,75.884212,22.808163,75.964212,NULL
fvol137475471,2022-04-01,11:45:00,11:55:00,17.455894,78.375467,17.475894,78.395467,NULL
fvoq332072223,2022-04-06,22:20:00,22:35:00,11.008638,76.984311,11.098638,77.074311,NULL
fvsf931504082,2022-03-11,17:35:00,17:40:00,17.433809,78.386744,17.463809,78.416744,NULL
fvsn629817930,2022-03-08,19:55:00,20:05:00,19.131141,72.813074,19.201141,72.883074,NULL
fvsr935047996,2022-03-19,16:55:00,17:05:00,21.186884,72.793616,21.226884,72.833616,NULL
fvvr839976631,2022-03-31,18:45:00,18:50:00,12.914264,77.678400,13.044264,77.808400,NULL
fvwl119135970,2022-04-01,15:20:00,15:30:00,19.120083,72.907385,19.160083,72.947385,NULL
fvza809682393,2022-03-19,14:45:00,14:50:00,18.536718,73.830327,18.576718,73.870328,NULL
fvzh907128125,2022-03-09,21:00:00,21:10:00,19.121999,72.908493,19.151999,72.938493,NULL
fwby193324468,2022-02-15,20:40:00,20:55:00,22.551084,88.354127,22.581084,88.384127,NULL
fwdd464246777,2022-03-21,21:55:00,22:10:00,12.323994,76.626167,12.373994,76.676167,NULL
fwdp600260878,2022-03-24,14:30:00,14:40:00,12.972532,77.608179,13.012532,77.648179,NULL
fwfn732301857,2022-04-05,18:50:00,19:00:00,12.978453,77.643685,13.028453,77.693685,NULL
fwgl021162686,2022-03-06,20:00:00,20:05:00,26.913987,75.752891,27.053987,75.892891,NULL
fwit645178733,2022-03-21,23:45:00,00:00:00,19.178321,72.834715,19.208321,72.864715,NULL
fwju127145064,2022-03-06,22:30:00,22:40:00,12.906229,77.596791,12.986229,77.676791,NULL
fwnw330613277,2022-03-05,22:55:00,23:00:00,11.000762,76.981876,11.050762,77.031876,NULL
fwqj187141157,2022-03-06,23:50:00,23:55:00,13.022394,80.242439,13.092394,80.312439,NULL
fwvo451250409,2022-02-12,19:40:00,19:50:00,0.000000,0.000000,0.080000,0.080000,NULL
fwwo521045969,2022-03-03,17:20:00,17:25:00,12.934179,77.615797,12.984179,77.665797,NULL
fwyr378842904,2022-03-19,19:50:00,19:55:00,13.029780,80.208812,13.079780,80.258812,NULL
fxbq139850567,2022-03-29,22:25:00,22:40:00,26.891191,75.802083,27.001191,75.912083,NULL
fxei019975463,2022-03-20,23:10:00,23:15:00,19.091458,72.827808,19.171458,72.907808,NULL
fxfe770654769,2022-03-03,19:00:00,19:15:00,18.546258,73.904337,18.596258,73.954337,NULL
fxgs203063170,2022-04-02,22:20:00,22:30:00,18.554382,73.798206,18.624382,73.868206,NULL
fxhe535112204,2022-03-14,23:35:00,23:50:00,23.357804,85.325146,23.487804,85.455146,NULL
fxir538138707,2022-03-23,21:50:00,22:05:00,13.005801,80.250744,13.115801,80.360744,NULL
fxjr680443942,2022-03-28,18:25:00,18:30:00,17.428294,78.404423,17.458294,78.434423,NULL
fxka760167152,2022-02-13,22:15:00,22:25:00,27.161661,78.011544,27.221661,78.071544,NULL
fxlr723196054,2022-03-05,08:20:00,08:30:00,17.455894,78.375467,17.465894,78.385467,NULL
fxtp899721407,2022-03-12,23:35:00,23:40:00,13.091809,80.219104,13.181809,80.309104,NULL
fxuu788413734,2022-03-11,21:20:00,21:30:00,17.431668,78.408321,17.461668,78.438321,NULL
fxuz549696901,2022-03-01,08:25:00,08:40:00,17.428294,78.404423,17.448294,78.424423,NULL
fxxf774966396,2022-03-11,19:50:00,20:05:00,17.430448,78.418213,17.490448,78.478213,NULL
fyae144754762,2022-03-03,23:50:00,23:55:00,19.221315,72.862381,19.251315,72.892381,NULL
fyao616279169,2022-03-29,18:10:00,18:15:00,12.980410,77.640489,13.110410,77.770489,NULL
fyau014145573,2022-03-31,23:45:00,23:50:00,12.939496,77.625999,13.019496,77.705999,NULL
fych136841365,2022-03-04,20:45:00,21:00:00,17.455894,78.375467,17.545894,78.465467,NULL
fycj216686516,2022-03-15,08:45:00,08:55:00,0.000000,0.000000,0.020000,0.020000,NULL
fyej015952616,2022-03-17,00:00:00,00:10:00,18.927584,72.832585,18.957584,72.862585,NULL
fyhn937992389,2022-04-01,22:30:00,22:45:00,12.934365,77.616155,12.984365,77.666155,NULL
fymr899224322,2022-03-02,17:55:00,18:05:00,18.563934,73.915367,18.673935,74.025367,NULL
fyoa336524440,2022-03-18,20:35:00,20:50:00,21.149669,72.772629,21.259669,72.882629,NULL
fyol917593559,2022-03-28,17:45:00,17:55:00,26.846156,75.802300,26.896156,75.852300,NULL
fyqq955901666,2022-03-24,23:25:00,23:30:00,0.000000,0.000000,0.050000,0.050000,NULL
fysm948408225,2022-03-07,11:00:00,11:10:00,22.307898,73.167788,22.317898,73.177788,NULL
fyun381887108,2022-03-09,19:30:00,19:40:00,13.027018,80.254791,13.057018,80.284791,NULL
fyzu760139303,2022-04-02,21:25:00,21:30:00,17.431477,78.400350,17.541477,78.510350,NULL
fyzu821060909,2022-03-13,09:45:00,09:55:00,11.022477,76.995667,11.042477,77.015667,NULL
fzcy547534180,2022-03-26,17:45:00,17:50:00,12.284747,76.625861,12.344747,76.685861,NULL
fzdq519364954,2022-03-03,08:55:00,09:10:00,12.323225,76.630028,12.343225,76.650028,NULL
fzdt758816838,2022-03-25,23:00:00,23:10:00,11.010375,76.952950,11.090375,77.032950,NULL
fzih136908617,2022-02-12,17:40:00,17:50:00,26.472001,80.354002,26.602001,80.484002,NULL
fziy268115543,2022-03-15,13:35:00,13:40:00,13.081878,80.248519,13.121878,80.288519,NULL
fzkg392740739,2022-03-16,23:45:00,23:55:00,21.186884,72.793616,21.266884,72.873616,NULL
fzlu455785819,2022-02-15,15:55:00,16:00:00,10.020683,76.310631,10.060683,76.350631,NULL
fzmf410543078,2022-03-11,18:40:00,18:50:00,12.975996,80.221898,13.005996,80.251898,NULL
fzng561300776,2022-03-13,11:15:00,11:20:00,13.066762,80.251865,13.076762,80.261865,NULL
fzoc701529019,2022-02-12,20:50:00,21:05:00,22.515082,88.367830,22.595082,88.447830,NULL
fzpp540624700,2022-04-02,18:40:00,18:50:00,12.323994,76.626167,12.403994,76.706167,NULL
fzqk807587483,2022-03-20,18:40:00,18:45:00,11.021278,76.995017,11.131278,77.105017,NULL
fzqu114731576,2022-03-17,21:50:00,22:00:00,26.905190,75.810753,26.935190,75.840753,NULL
fzrg907765894,2022-04-06,18:45:00,18:50:00,23.359033,85.325347,23.469033,85.435347,NULL
fzrw362756751,2022-03-31,17:25:00,17:40:00,12.321214,76.621094,12.411214,76.711094,NULL
fzrx169337497,2022-03-09,11:20:00,11:30:00,23.351489,85.324253,23.361489,85.334253,NULL
fzsa264161627,2022-02-18,21:35:00,21:50:00,30.895204,75.822103,31.025204,75.952103,NULL
fzte602730842,2022-03-01,08:45:00,08:55:00,17.431477,78.400350,17.451477,78.420350,NULL
fzuc685520106,2022-03-07,13:15:00,13:30:00,12.972793,80.249982,13.012793,80.289982,NULL
fzus958682064,2022-03-04,21:40:00,21:50:00,22.320000,73.170000,22.400000,73.250000,NULL
fzyw265961472,2022-03-08,23:35:00,23:40:00,17.429585,78.392621,17.539585,78.502621,NULL
fzzv593019874,2022-03-13,12:40:00,12:45:00,11.024839,77.007003,11.064839,77.047003,NULL
gaaj427752806,2022-03-07,12:25:00,12:30:00,21.160437,72.774209,21.200437,72.814209,NULL
gadi775237661,2022-03-29,18:10:00,18:15:00,18.569156,73.774723,18.659156,73.864723,NULL
gadu006620855,2022-03-31,20:45:00,21:00:00,22.725835,75.887648,22.835835,75.997648,NULL
gaez638963060,2022-03-27,19:50:00,20:00:00,11.010375,76.952950,11.100375,77.042950,NULL
gafm092482184,2022-02-12,22:35:00,22:45:00,-30.902872,75.826808,30.972872,75.896808,NULL
gaih403946865,2022-04-02,21:50:00,21:55:00,17.455894,78.375467,17.535894,78.455467,NULL
galv648924453,2022-03-28,10:35:00,10:50:00,21.160437,72.774209,21.170437,72.784209,NULL
garo878411916,2022-04-04,22:10:00,22:20:00,17.450851,78.379347,17.530851,78.459347,NULL
gasz878984846,2022-03-10,21:10:00,21:15:00,0.000000,0.000000,0.090000,0.090000,NULL
gaya984078138,2022-02-15,08:35:00,08:50:00,15.561295,73.749478,15.581295,73.769478,NULL
gazm289112029,2022-04-04,17:10:00,17:20:00,21.170096,72.789122,21.240096,72.859122,NULL
gbab110045112,2022-04-02,17:10:00,17:15:00,22.728163,75.884212,22.858163,76.014212,NULL
gbgj185025894,2022-03-26,18:30:00,18:35:00,0.000000,0.000000,0.060000,0.060000,NULL
gbhv126827622,2022-04-01,20:50:00,21:00:00,13.049645,80.242268,13.099645,80.292268,NULL
gbin921520781,2022-03-20,22:20:00,22:25:00,12.970324,77.645748,13.060324,77.735748,NULL
gbjo365257693,2022-03-23,20:45:00,21:00:00,23.333017,85.317200,23.443017,85.427200,NULL
gbkp564028204,2022-03-15,08:20:00,08:25:00,22.651847,75.881991,22.661847,75.891991,NULL
gbli180272943,2022-03-30,17:50:00,18:05:00,21.173343,72.792731,21.203343,72.822731,NULL
gbno295474742,2022-04-02,20:10:00,20:15:00,19.181300,72.836191,19.271300,72.926191,NULL
gbod983472273,2022-03-18,20:50:00,20:55:00,13.058616,80.264151,13.168616,80.374151,NULL
gbol091248672,2022-03-04,21:20:00,21:30:00,11.024839,77.007003,11.154839,77.137003,NULL
gbox156266821,2022-04-03,10:10:00,10:15:00,12.334022,76.618203,12.344022,76.628203,NULL
gbpa992753997,2022-03-16,18:55:00,19:00:00,11.022298,76.998349,11.102298,77.078349,NULL
gbpq630485976,2022-03-20,22:25:00,22:30:00,22.732225,75.874765,22.822225,75.964765,NULL
gbpy122398827,2022-02-17,23:35:00,23:50:00,22.537960,88.349843,22.567960,88.379843,NULL
gbqd505697117,2022-03-16,17:30:00,17:35:00,21.152760,72.778059,21.262760,72.888059,NULL
gbrb406494574,2022-03-17,17:50:00,17:55:00,12.935662,77.614130,12.985662,77.664130,NULL
gbst278240676,2022-03-08,18:40:00,18:45:00,22.310237,73.158921,22.400237,73.248921,NULL
gbsv833333971,2022-02-15,20:40:00,20:55:00,26.477750,80.351569,26.537750,80.411569,NULL
gbxt499568558,2022-03-20,17:30:00,17:35:00,17.431477,78.400350,17.561477,78.530350,NULL
gbxv154956690,2022-03-25,23:10:00,23:20:00,12.337978,76.616792,12.407978,76.686792,NULL
gbxv786161578,2022-03-07,17:25:00,17:35:00,23.359407,85.325055,23.419407,85.385055,NULL
gccu943799477,2022-03-08,20:40:00,20:55:00,12.975377,77.696664,13.045377,77.766664,NULL
gcdg186238701,2022-03-03,17:45:00,18:00:00,17.426228,78.407495,17.486228,78.467495,NULL
gcer888877502,2022-03-17,20:55:00,21:05:00,23.371292,85.327872,23.401292,85.357872,NULL
gcjo049307092,2022-03-05,10:25:00,10:30:00,18.539299,73.897902,18.549299,73.907902,NULL
gckj588538357,2022-03-12,21:15:00,21:20:00,19.126630,72.829976,19.236630,72.939976,NULL
gcmc229097231,2022-03-17,08:10:00,08:15:00,22.308096,73.167753,22.318096,73.177753,NULL
gcnq699903145,2022-03-10,20:00:00,20:05:00,18.534080,73.898520,18.614080,73.978520,NULL
gcok068132692,2022-02-14,21:20:00,21:35:00,22.514119,88.362504,22.604119,88.452504,NULL
gcpp466407435,2022-03-16,20:00:00,20:10:00,26.956431,75.776649,27.096431,75.916649,NULL
gcsw008440043,2022-02-18,17:20:00,17:30:00,15.544419,73.755736,15.624419,73.835736,NULL
gcts787652735,2022-04-03,12:25:00,12:35:00,0.000000,0.000000,0.040000,0.040000,NULL
gcvw047760888,2022-03-19,20:10:00,20:25:00,23.369746,85.339820,23.429746,85.399820,NULL
gcxo578418810,2022-02-17,18:35:00,18:50:00,0.000000,0.000000,0.030000,0.030000,NULL
gcyq701643659,2022-04-05,19:50:00,19:55:00,26.913483,75.803139,26.943483,75.833139,NULL
gcyr201162515,2022-03-18,22:55:00,23:00:00,18.539299,73.897902,18.669299,74.027902,NULL
gcza237370513,2022-03-03,16:25:00,16:35:00,22.751857,75.866699,22.791857,75.906699,NULL
gczg917526696,2022-03-06,21:45:00,21:50:00,12.323978,76.627961,12.453978,76.757961,NULL
gdcc440517225,2022-03-17,09:25:00,09:30:00,18.551440,73.804855,18.571440,73.824855,NULL
gdgh850146561,2022-02-12,20:35:00,20:45:00,15.585658,73.743606,15.715658,73.873606,NULL
gdit919288828,2022-03-03,19:10:00,19:20:00,13.064181,80.236442,13.114181,80.286442,NULL
gdka189674265,2022-04-02,18:30:00,18:45:00,11.001852,76.976268,11.091852,77.066268,NULL
gdmr770159038,2022-03-18,21:40:00,21:50:00,19.131141,72.813074,19.211140,72.893074,NULL
gdms817223363,2022-04-02,19:25:00,19:35:00,21.186608,72.794136,21.316608,72.924136,NULL
gdmw076221110,2022-02-11,13:20:00,13:35:00,26.492106,80.327797,26.532106,80.367797,NULL
gdnh860096352,2022-03-15,14:45:00,14:55:00,12.323225,76.630028,12.363225,76.670028,NULL
gdon863841297,2022-03-27,20:40:00,20:55:00,21.149669,72.772629,21.279669,72.902629,NULL
gdox800278766,2022-04-03,11:30:00,11:35:00,17.422819,78.449578,17.432819,78.459578,NULL
gdqp571293118,2022-03-03,08:50:00,08:55:00,21.186608,72.794136,21.196608,72.804136,NULL
gdqy296914762,2022-03-05,15:00:00,15:15:00,12.970221,77.645396,13.010221,77.685396,NULL
gdrk265926256,2022-02-11,09:00:00,09:05:00,27.163303,78.057044,27.183303,78.077044,NULL
gdrp403122333,2022-02-17,16:20:00,16:25:00,26.482581,80.315628,26.522581,80.355628,NULL
gdtu895012974,2022-04-04,21:10:00,21:15:00,17.459710,78.368855,17.539710,78.448855,NULL
gduk103299880,2022-03-26,15:30:00,15:40:00,17.458998,78.500366,17.498998,78.540366,NULL
geac967902581,2022-03-23,22:10:00,22:20:00,0.000000,0.000000,0.080000,0.080000,NULL
gebh256532548,2022-03-15,10:15:00,10:20:00,17.451976,78.385883,17.471976,78.405883,NULL
gedp538037050,2022-03-31,21:10:00,21:25:00,22.728163,75.884212,22.858163,76.014212,NULL
geej465038427,2022-03-01,11:45:00,12:00:00,13.026286,80.275235,13.046286,80.295235,NULL
geex100083991,2022-03-21,21:45:00,21:50:00,23.355164,85.324097,23.415164,85.384097,NULL
gegi411420871,2022-03-16,18:15:00,18:20:00,0.000000,0.000000,0.090000,0.090000,NULL
gego068198063,2022-02-12,21:20:00,21:30:00,30.362686,78.068890,30.492686,78.198890,NULL
geic105612132,2022-03-18,17:40:00,17:45:00,22.744648,75.894377,22.814648,75.964377,NULL
geip015782436,2022-03-09,17:15:00,17:30:00,22.312790,73.170283,22.372790,73.230283,NULL
gekz321851789,2022-03-25,20:20:00,20:25:00,21.157735,72.768778,21.227735,72.838778,NULL
gema603832557,2022-02-16,20:50:00,20:55:00,15.585658,73.743606,15.675658,73.833606,NULL
gemc738622446,2022-03-14,23:30:00,23:40:00,23.351058,85.325731,23.441058,85.415731,NULL
gepg093716321,2022-03-17,21:45:00,21:55:00,18.534080,73.898520,18.594080,73.958520,NULL
gern912021209,2022-04-04,19:30:00,19:45:00,22.310329,73.169083,22.400329,73.259083,NULL
geuo206828746,2022-03-28,22:00:00,22:15:00,19.091458,72.827808,19.141458,72.877808,NULL
gevl153147982,2022-03-18,19:45:00,19:55:00,19.131141,72.813074,19.261140,72.943074,NULL
gevr870026774,2022-03-29,18:20:00,18:35:00,23.371292,85.327872,23.461292,85.417872,NULL
geyu567828744,2022-02-11,19:40:00,19:55:00,22.514119,88.362504,22.544119,88.392504,NULL
geyv379784996,2022-03-27,20:35:00,20:50:00,13.045479,80.233110,13.125479,80.313110,NULL
gezf448692939,2022-03-15,12:20:00,12:35:00,12.980410,77.640489,13.020410,77.680489,NULL
gfcj899159345,2022-02-15,10:55:00,11:00:00,22.526461,88.364453,22.536461,88.374453,NULL
gfgn195346104,2022-03-04,17:25:00,17:40:00,11.021278,76.995017,11.151278,77.125017,NULL
gfjg671331508,2022-03-26,20:15:00,20:30:00,12.352058,76.606650,12.402058,76.656650,NULL
gfjo232290488,2022-03-30,19:10:00,19:15:00,0.000000,0.000000,0.030000,0.030000,NULL
gfnn938315423,2022-02-11,08:55:00,09:00:00,0.000000,0.000000,0.010000,0.010000,NULL
gfnp065225708,2022-03-25,23:30:00,23:45:00,11.006686,76.951736,11.086686,77.031736,NULL
gfqy492564407,2022-04-01,09:20:00,09:30:00,17.451976,78.385883,17.461976,78.395883,NULL
gfvb415196527,2022-03-07,16:30:00,16:45:00,21.175104,72.804342,21.215104,72.844342,NULL
gfvo290106564,2022-04-02,23:15:00,23:20:00,12.970324,77.645748,13.060324,77.735748,NULL
gfvu821953426,2022-02-13,17:15:00,17:25:00,27.161694,78.034714,27.211694,78.084714,NULL
gfwf899556181,2022-03-10,18:15:00,18:25:00,17.483216,78.552111,17.563216,78.632111,NULL
gfxj227978517,2022-02-15,11:20:00,11:35:00,0.000000,0.000000,0.010000,0.010000,NULL
gfys727530399,2022-03-23,17:25:00,17:40:00,21.170096,72.789122,21.280096,72.899122,NULL
gfzr944573585,2022-03-12,22:35:00,22:45:00,17.455894,78.375467,17.565894,78.485467,NULL
ggaj884673949,2022-03-08,18:55:00,19:10:00,22.725748,75.898497,22.835748,76.008497,NULL
ggbi907785235,2022-04-06,21:35:00,21:50:00,12.970324,77.645748,13.080324,77.755748,NULL
ggda887066202,2022-03-05,11:00:00,11:10:00,23.369746,85.339820,23.379746,85.349820,NULL
ggfm338102997,2022-03-11,10:00:00,10:10:00,11.001753,76.986241,11.011753,76.996241,NULL
ggfx440512506,2022-04-01,08:30:00,08:35:00,18.636215,73.751081,18.656215,73.771081,NULL
gggb753628772,2022-03-15,23:40:00,23:45:00,19.178321,72.834715,19.238321,72.894715,NULL
gghw566502663,2022-02-18,22:25:00,22:40:00,22.553227,88.353273,22.633227,88.433273,NULL
gghy404984234,2022-03-14,18:10:00,18:15:00,17.459710,78.368855,17.539710,78.448855,NULL
ggio619701106,2022-03-07,23:55:00,00:05:00,17.422819,78.449578,17.472819,78.499578,NULL
ggjb958663745,2022-03-08,20:10:00,20:20:00,21.175975,72.795503,21.265975,72.885503,NULL
ggkt370298051,2022-03-10,18:45:00,18:55:00,18.551440,73.804855,18.641440,73.894855,NULL
ggln955051722,2022-04-05,14:20:00,14:25:00,13.005801,80.250744,13.045801,80.290744,NULL
gglp125004186,2022-03-17,10:15:00,10:30:00,12.337928,76.617889,12.357928,76.637889,NULL
ggne709345409,2022-02-13,21:30:00,21:35:00,19.875337,75.316722,19.935337,75.376722,NULL
ggni863426619,2022-03-17,22:40:00,22:50:00,11.022169,76.999594,11.082169,77.059594,NULL
ggrg161077069,2022-03-12,21:40:00,21:45:00,19.103249,72.846749,19.173249,72.916749,NULL
ggsn961999178,2022-03-02,22:45:00,22:50:00,13.058616,80.264151,13.188616,80.394151,NULL
ggtr588074046,2022-03-08,21:50:00,22:00:00,22.725748,75.898497,22.805747,75.978497,NULL
ggtr862765857,2022-02-18,18:40:00,18:50:00,0.000000,0.000000,0.080000,0.080000,NULL
ggxe477861866,2022-03-12,19:00:00,19:10:00,26.911378,75.789034,26.981378,75.859034,NULL
ggxk185781605,2022-03-19,10:55:00,11:10:00,18.551440,73.804855,18.561440,73.814855,NULL
ghbc709928854,2022-03-07,23:25:00,23:35:00,17.455894,78.375467,17.485894,78.405467,NULL
ghcr513993192,2022-03-10,20:00:00,20:15:00,13.029780,80.208812,13.139780,80.318812,NULL
ghdn409109692,2022-03-12,17:40:00,17:45:00,21.170096,72.789122,21.300096,72.919122,NULL
ghiq968772040,2022-04-06,23:50:00,23:55:00,22.732225,75.874765,22.802225,75.944765,NULL
ghnk344399765,2022-03-24,10:30:00,10:45:00,12.979166,77.640709,12.999166,77.660709,NULL
ghof918324947,2022-03-27,20:15:00,20:20:00,13.026279,80.174568,13.116279,80.264568,NULL
ghqw690657155,2022-03-15,09:25:00,09:30:00,22.748060,75.893400,22.758060,75.903400,NULL
ghrj019775856,2022-03-06,22:30:00,22:35:00,18.536562,73.896485,18.666562,74.026485,NULL
ghtf209158663,2022-02-17,10:30:00,10:35:00,15.546594,73.760431,15.556594,73.770431,NULL
ghuh847498921,2022-03-28,23:00:00,23:15:00,26.905190,75.810753,26.935190,75.840753,NULL
ghvt124796243,2022-03-15,18:55:00,19:10:00,21.157729,72.768726,21.207729,72.818726,NULL
ghzb385633083,2022-03-16,17:10:00,17:20:00,12.981615,80.231598,13.091615,80.341598,NULL
ghzk769614060,2022-04-03,08:40:00,08:45:00,22.751857,75.866699,22.761857,75.876699,NULL
gico244309244,2022-03-07,09:15:00,09:30:00,26.849596,75.800512,26.859596,75.810512,NULL
gicq705544069,2022-03-29,23:45:00,23:55:00,22.311603,73.165012,22.401603,73.255012,NULL
giet183451913,2022-04-04,20:10:00,20:15:00,0.000000,0.000000,0.070000,0.070000,NULL
gifj074075379,2022-03-27,18:10:00,18:25:00,22.651847,75.881991,22.761847,75.991991,NULL
gifm201796584,2022-04-03,11:00:00,11:10:00,11.008638,76.984311,11.028638,77.004311,NULL
gigo324419223,2022-02-14,21:35:00,21:45:00,0.000000,0.000000,0.090000,0.090000,NULL
gigz794548976,2022-03-17,18:40:00,18:55:00,21.170798,72.790489,21.220798,72.840489,NULL
ginp767478139,2022-04-02,22:20:00,22:35:00,26.913726,75.752820,26.993726,75.832820,NULL
gioy679462814,2022-02-17,00:00:00,00:05:00,26.472001,80.354002,26.502001,80.384002,NULL
giuc758941478,2022-03-01,23:40:00,23:55:00,12.980410,77.640489,13.030410,77.690489,NULL
givl212927635,2022-03-11,20:30:00,20:40:00,12.284747,76.625861,12.334747,76.675861,NULL
giwb534134135,2022-03-27,23:15:00,23:20:00,23.416792,85.316842,23.506792,85.406842,NULL
gixb079700612,2022-03-01,22:35:00,22:40:00,13.005801,80.250744,13.055801,80.300744,NULL
gixp051592665,2022-02-18,18:40:00,18:55:00,23.266261,77.379605,23.376261,77.489605,NULL
gjav617082424,2022-03-10,21:15:00,21:20:00,11.016298,76.972076,11.106298,77.062076,NULL
gjdb121670866,2022-03-29,22:00:00,22:15:00,26.902940,75.793007,26.982940,75.873007,NULL
gjfd855039799,2022-03-07,18:45:00,18:55:00,19.181300,72.836191,19.241300,72.896191,NULL
gjfe618528011,2022-04-01,15:55:00,16:05:00,12.933298,77.614293,12.973298,77.654293,NULL
gjhe108486871,2022-03-01,11:15:00,11:25:00,0.000000,0.000000,0.010000,0.010000,NULL
gjhl435206450,2022-02-17,09:15:00,09:30:00,30.890184,75.829615,30.910184,75.849615,NULL
gjkk295488816,2022-03-23,20:10:00,20:25:00,12.337928,76.617889,12.447928,76.727889,NULL
gjkx092137046,2022-04-04,19:10:00,19:25:00,11.003008,76.975440,11.093008,77.065440,NULL
gjpj453808306,2022-03-31,19:35:00,19:40:00,18.533811,73.899315,18.663811,74.029315,NULL
gjrv917732764,2022-03-20,22:25:00,22:30:00,17.451976,78.385883,17.531976,78.465883,NULL
gjvg732936786,2022-02-11,20:20:00,20:30:00,19.875337,75.316722,19.905337,75.346722,NULL
gjwc226881646,2022-03-04,17:25:00,17:35:00,17.450851,78.379347,17.540851,78.469347,NULL
gjyx336871401,2022-03-10,23:55:00,00:10:00,18.534080,73.898520,18.664080,74.028520,NULL
gjzl734943568,2022-04-02,23:40:00,23:50:00,22.751857,75.866699,22.841857,75.956699,NULL
gkdo278877542,2022-03-30,19:45:00,19:50:00,22.311358,73.164798,22.361358,73.214798,NULL
gkeq989550992,2022-04-06,20:10:00,20:15:00,12.906229,77.596791,13.016229,77.706791,NULL
gker333473715,2022-03-21,22:00:00,22:05:00,18.563934,73.915367,18.623935,73.975367,NULL
gkgx617376328,2022-03-19,09:50:00,10:05:00,18.994049,72.825203,19.014049,72.845203,NULL
gkhp273650946,2022-03-14,20:10:00,20:25:00,12.980410,77.640489,13.090410,77.750489,NULL
gkhx918009238,2022-03-04,18:20:00,18:25:00,18.543626,73.905101,18.633626,73.995101,NULL
gkjn223914948,2022-03-03,17:40:00,17:55:00,11.003008,76.975440,11.053009,77.025440,NULL
gkjq174414728,2022-03-19,15:20:00,15:35:00,11.025083,77.015393,11.065083,77.055393,NULL
gkrb550339468,2022-03-16,20:10:00,20:15:00,12.972793,80.249982,13.062793,80.339982,NULL
gkrt096664593,2022-03-17,10:10:00,10:20:00,23.351489,85.324253,23.361489,85.334253,NULL
gkvg893906578,2022-02-12,20:10:00,20:15:00,19.876106,75.340775,19.986106,75.450775,NULL
gkvl873796897,2022-04-03,21:00:00,21:10:00,19.254567,72.848923,19.304567,72.898923,NULL
gkvp126102531,2022-03-07,14:10:00,14:25:00,26.913726,75.752820,26.953726,75.792821,NULL
gkyk041769802,2022-03-07,09:10:00,09:15:00,18.592718,73.773572,18.612718,73.793572,NULL
gkyz169869160,2022-03-19,23:25:00,23:40:00,26.905190,75.810753,26.965190,75.870753,NULL
gkzy616803751,2022-02-11,11:10:00,11:25:00,15.513150,73.783460,15.533150,73.803460,NULL
glbv231933924,2022-03-11,20:25:00,20:35:00,17.455894,78.375467,17.515894,78.435467,NULL
glep419024567,2022-04-06,18:20:00,18:25:00,13.026279,80.174568,13.156279,80.304568,NULL
glhm878533233,2022-03-10,19:20:00,19:35:00,18.551440,73.804855,18.631440,73.884855,NULL
gljb334344634,2022-03-05,08:45:00,08:50:00,0.000000,0.000000,0.020000,0.020000,NULL
gllj450692457,2022-03-13,20:40:00,20:45:00,12.970324,77.645748,13.000324,77.675748,NULL
glox483165769,2022-03-05,08:35:00,08:45:00,12.979166,77.640709,12.999166,77.660709,NULL
glru684519777,2022-03-17,09:25:00,09:35:00,13.026286,80.275235,13.036286,80.285235,NULL
glsd963477325,2022-03-19,14:50:00,15:05:00,21.171060,72.789292,21.211060,72.829292,NULL
gltd466895265,2022-03-28,19:15:00,19:30:00,13.027018,80.254791,13.087018,80.314791,NULL
glvq082687707,2022-03-27,18:50:00,19:00:00,12.939496,77.625999,13.069496,77.755999,NULL
glwq444813102,2022-03-18,19:50:00,20:05:00,22.307898,73.167788,22.387898,73.247788,NULL
glym752800776,2022-03-17,11:00:00,11:15:00,11.010375,76.952950,11.030375,76.972950,NULL
gmcv427531059,2022-02-14,23:40:00,23:50:00,0.000000,0.000000,0.110000,0.110000,NULL
gmlw781035508,2022-03-08,23:20:00,23:35:00,12.352058,76.606650,12.432058,76.686650,NULL
